1,2.3,null
2,3.1,null
4,5.2,null
5,8.7,null
6,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
7,3.7,null
1,12.30,null
2,8.20,null
3,0.25,null
4,0.10,null
5,0.05,null
6,0.03,null
7,0.02,null
8,0.02,null
9,0.01,null
10,0.01,null
11,0.02,null
12,0.02,null
13,0.03,null
14,0.04,null
15,0.05,null
16,0.09,null
17,0.15,null
18,0.26,null
19,0.50,null
20,1.00,null
21,2.09,null
22,4.61,null
23,10.60,null
24,12.72,null
25,10.60,null
26,27.56,null
27,74.41,null
28,26.04,null
29,75.52,null
30,22.66,null
31,70.24,null
32,224.76,null
33,7.42,null
34,25.22,null
35,88.26,null
36,317.74,null
37,1175.65,null
38,4467.48,null
39,25.22,null
40,88.26,null
41,317.74,null
42,1175.65,null
43,4467.48,null
44,25.22,null
45,88.26,null
46,317.74,null
47,1175.65,null
48,4467.48,null
49,25.22,null
50,88.26,null
51,317.74,null
52,1175.65,null
53,4467.48,null
54,25.22,null
55,88.26,null
56,317.74,null
57,1175.65,null
58,4467.48,null
59,25.22,null
60,88.26,null
61,317.74,null
62,1175.65,null
63,4467.48,null
64,25.22,null
65,88.26,null
66,317.74,null
67,1175.65,null
68,4467.48,null
69,25.22,null
70,88.26,null
71,317.74,null
72,1175.65,null
73,4467.48,null
74,25.22,null
75,88.26,null
76,317.74,null
77,1175.65,null
78,4467.48,null
79,25.22,null
80,88.26,null
81,317.74,null
82,1175.65,null
83,4467.48,null
84,25.22,null
85,88.26,null
86,317.74,null
